EntrezA	EntrezB
8352	3006
8352	84148
8352	7150
8352	7913
8352	1105
8352	9869
8352	8125
8352	6594
8352	26147
8352	54737
8352	79885
8352	23286
8352	1107
8352	8318
8352	29117
8352	4796
8352	7153
8352	5315
8352	253714
8352	23133
8352	11329
8352	112869
8352	3832
8352	7508
8352	3068
8352	51460
8352	8338
8352	55352
8352	140690
8352	7862
8352	8329
8352	8330
8352	8332
8352	8336
8352	8969
8352	54583
8352	146059
8352	79813
8352	10025
8352	11198
8352	3012
8352	8335
8352	3024
8352	51105
8352	56848
8352	3018
8352	8520
8352	79711
8352	2259
8352	80349
8352	55148
8352	51230
8352	23234
8353	8354
8353	8355
8353	8356
8353	8357
8353	8358
8353	8968
8353	8726
8353	25842
8353	9015
8353	3065
8353	5928
8353	7534
8353	580
8353	23468
8353	7341
8353	10951
8353	23476
8353	9495
8353	9014
8353	5931
8353	10036
8353	9219
8353	23186
8353	4654
8353	1385
8353	9646
8353	121504
8353	554313
8353	8294
8353	8359
8353	8360
8353	8361
8353	8362
8353	8363
8353	8364
8353	8365
8353	8366
8353	8367
8353	8368
8353	8370
8353	3190
8353	9031
8353	10419
8353	10399
8353	8805
8353	2146
8353	23492
8353	55723
8353	11091
8353	4171
8353	8467
8353	8850
8353	6749
8353	4869
8353	7532
8353	3014
8353	2033
8353	6872
8353	5591
8353	7158
8353	51147
8353	80854
8353	1642
8353	4683
8353	9425
8353	6310
8353	11335
8353	5890
8353	9212
8353	54815
8353	57459
8353	6418
8353	8451
8353	7531
8353	326
8353	8815
8353	1108
8353	142
8353	1788
8353	29128
8353	79577
8353	123169
8353	54623
8353	23067
8353	9682
8353	1058
8353	120892
8353	6615
8353	3064
8353	7520
8353	2547
8353	4297
8353	10450
8353	6839
8353	5979
8353	27043
8353	54751
8353	115426
8353	4678
8353	2074
8353	6314
8353	26013
8353	8208
8353	9555
8353	10919
8353	54828
8353	10038
8353	2186
8353	55193
8353	200186
8353	4152
8353	3015
8353	10498
8353	23028
8353	3006
8353	84148
8353	7150
8353	7913
8353	1105
8353	9869
8353	8125
8353	6594
8353	26147
8353	54737
8353	79885
8353	23286
8353	1107
8353	8318
8353	29117
8353	4796
8353	7153
8353	5315
8353	253714
8353	23133
8353	11329
8353	112869
8353	3832
8353	7508
8353	3068
8353	51460
8353	8338
8353	55352
8353	140690
8353	7862
8353	8329
8353	8330
8353	8332
8353	8336
8353	8969
8353	54583
8353	146059
8353	79813
8353	10025
8353	11198
8353	3012
8353	8335
8353	3024
8353	51105
8353	56848
8353	3018
8353	8520
8353	79711
8353	2259
8353	80349
8353	55148
8353	51230
8353	23234
8354	8355
8354	8356
8354	8357
8354	8358
8354	8968
8354	8726
8354	25842
8354	9015
8354	3065
8354	5928
8354	7534
8354	580
8354	23468
8354	7341
8354	10951
8354	23476
8354	9495
8354	9014
8354	5931
8354	10036
8354	9219
8354	23186
8354	4654
8354	1385
8354	9646
8354	121504
8354	554313
8354	8294
8354	8359
8354	8360
8354	8361
8354	8362
8354	8363
8354	8364
8354	8365
8354	8366
8354	8367
8354	8368
8354	8370
8354	3190
8354	9031
8354	10419
8354	10399
8354	8805
8354	2146
8354	23492
8354	55723
8354	11091
8354	4171
8354	8467
8354	8850
8354	6749
8354	4869
8354	7532
8354	3014
8354	2033
8354	6872
8354	5591
8354	7158
8354	51147
8354	80854
8354	1642
8354	4683
8354	9425
8354	6310
8354	11335
8354	5890
8354	9212
8354	54815
8354	57459
8354	6418
8354	8451
8354	7531
8354	326
8354	8815
8354	1108
8354	142
8354	1788
8354	29128
8354	79577
8354	123169
8354	54623
8354	23067
8354	9682
8354	1058
8354	120892
8354	6615
8354	3064
8354	7520
8354	2547
8354	4297
8354	10450
8354	6839
8354	5979
8354	27043
8354	54751
8354	115426
8354	4678
8354	2074
8354	6314
8354	26013
8354	8208
8354	9555
8354	10919
8354	54828
8354	10038
8354	2186
8354	55193
8354	200186
8354	4152
8354	3015
8354	10498
8354	23028
8354	3006
8354	84148
8354	7150
8354	7913
8354	1105
8354	9869
8354	8125
8354	6594
8354	26147
8354	54737
8354	79885
8354	23286
8354	1107
8354	8318
8354	29117
8354	4796
8354	7153
8354	5315
8354	253714
8354	23133
8354	11329
8354	112869
8354	3832
8354	7508
8354	3068
8354	51460
8354	8338
8354	55352
8354	140690
8354	7862
8354	8329
8354	8330
8354	8332
8354	8336
8354	8969
8354	54583
8354	146059
8354	79813
8354	10025
8354	11198
8354	3012
8354	8335
8354	3024
8354	51105
8354	56848
8354	3018
8354	8520
8354	79711
8354	2259
8354	80349
8354	55148
8354	51230
8354	23234
8355	8356
8355	8357
8355	8358
8355	8968
8355	8726
8355	25842
8355	9015
8355	3065
8355	5928
8355	7534
8355	580
8355	23468
8355	7341
8355	10951
8355	23476
8355	9495
8355	9014
8355	5931
8355	10036
8355	9219
8355	23186
8355	4654
8355	1385
8355	9646
8355	121504
8355	554313
8355	8294
8355	8359
8355	8360
8355	8361
8355	8362
8355	8363
8355	8364
8355	8365
8355	8366
8355	8367
8355	8368
8355	8370
8355	3190
8355	9031
8355	10419
8355	10399
8355	8805
8355	2146
8355	23492
8355	55723
8355	11091
8355	4171
8355	8467
8355	8850
8355	6749
8355	4869
8355	7532
8355	3014
8355	2033
8355	6872
8355	5591
8355	7158
8355	51147
8355	80854
8355	1642
8355	4683
8355	9425
8355	6310
8355	11335
8355	5890
8355	9212
8355	54815
8355	57459
8355	6418
8355	8451
8355	7531
8355	326
8355	8815
8355	1108
8355	142
8355	1788
8355	29128
8355	79577
8355	123169
8355	54623
8355	23067
8355	9682
8355	1058
8355	120892
8355	6615
8355	3064
8355	7520
8355	2547
8355	4297
8355	10450
8355	6839
8355	5979
8355	27043
8355	54751
8355	115426
8355	4678
8355	2074
8355	6314
8355	26013
8355	8208
8355	9555
8355	10919
8355	54828
8355	10038
8355	2186
8355	55193
8355	200186
8355	4152
8355	3015
8355	10498
8355	23028
8355	3006
8355	84148
8355	7150
8355	7913
8355	1105
8355	9869
8355	8125
8355	6594
8355	26147
8355	54737
8355	79885
8355	23286
8355	1107
8355	8318
8355	29117
8355	4796
8355	7153
8355	5315
8355	253714
8355	23133
8355	11329
8355	112869
8355	3832
8355	7508
8355	3068
8355	51460
8355	8338
8355	55352
8355	140690
8355	7862
8355	8329
8355	8330
8355	8332
8355	8336
8355	8969
8355	54583
8355	146059
8355	79813
8355	10025
8355	11198
8355	3012
8355	8335
8355	3024
8355	51105
8355	56848
8355	3018
8355	8520
8355	79711
8355	2259
8355	80349
8355	55148
8355	51230
8355	23234
8356	8357
8356	8358
8356	8968
8356	8726
8356	25842
8356	9015
8356	3065
8356	5928
8356	7534
8356	580
8356	23468
8356	7341
8356	10951
8356	23476
8356	9495
8356	9014
8356	5931
8356	10036
8356	9219
8356	23186
8356	4654
8356	1385
8356	9646
8356	121504
8356	554313
8356	8294
8356	8359
8356	8360
8356	8361
8356	8362
8356	8363
8356	8364
8356	8365
8356	8366
8356	8367
8356	8368
8356	8370
8356	3190
8356	9031
8356	10419
8356	10399
8356	8805
8356	2146
8356	23492
8356	55723
8356	11091
8356	4171
8356	8467
8356	8850
8356	6749
8356	4869
8356	7532
8356	3014
8356	2033
8356	6872
8356	5591
8356	7158
8356	51147
8356	80854
8356	1642
8356	4683
8356	9425
8356	6310
8356	11335
8356	5890
8356	9212
8356	54815
8356	57459
8356	6418
8356	8451
8356	7531
8356	326
8356	8815
8356	1108
8356	142
8356	1788
8356	29128
8356	79577
8356	123169
8356	54623
8356	23067
8356	9682
8356	1058
8356	120892
8356	6615
8356	3064
8356	7520
8356	2547
8356	4297
8356	10450
8356	6839
8356	5979
8356	27043
8356	54751
8356	115426
8356	4678
8356	2074
8356	6314
8356	26013
8356	8208
8356	9555
8356	10919
8356	54828
8356	10038
8356	2186
8356	55193
8356	200186
8356	4152
8356	3015
8356	10498
8356	23028
8356	3006
8356	84148
8356	7150
8356	7913
8356	1105
8356	9869
8356	8125
8356	6594
8356	26147
8356	54737
8356	79885
8356	23286
8356	1107
8356	8318
8356	29117
8356	4796
8356	7153
8356	5315
8356	253714
8356	23133
8356	11329
8356	112869
8356	3832
8356	7508
8356	3068
8356	51460
8356	8338
8356	55352
8356	140690
8356	7862
8356	8329
8356	8330
8356	8332
8356	8336
8356	8969
8356	54583
8356	146059
8356	79813
8356	10025
8356	11198
8356	3012
8356	8335
8356	3024
8356	51105
8356	56848
8356	3018
8356	8520
8356	79711
8356	2259
8356	80349
8356	55148
8356	51230
8356	23234
8357	8358
8357	8968
8357	8726
8357	25842
8357	9015
8357	3065
8357	5928
8357	7534
8357	580
8357	23468
8357	7341
8357	10951
8357	23476
8357	9495
8357	9014
8357	5931
8357	10036
8357	9219
8357	23186
8357	4654
8357	1385
8357	9646
8357	121504
8357	554313
8357	8294
8357	8359
8357	8360
8357	8361
8357	8362
8357	8363
8357	8364
8357	8365
8357	8366
8357	8367
8357	8368
8357	8370
8357	3190
8357	9031
8357	10419
8357	10399
8357	8805
8357	2146
8357	23492
8357	55723
8357	11091
8357	4171
8357	8467
8357	8850
8357	6749
8357	4869
8357	7532
8357	3014
8357	2033
8357	6872
8357	5591
8357	7158
8357	51147
8357	80854
8357	1642
8357	4683
8357	9425
8357	6310
8357	11335
8357	5890
8357	9212
8357	54815
8357	57459
8357	6418
8357	8451
8357	7531
8357	326
8357	8815
8357	1108
8357	142
8357	1788
8357	29128
8357	79577
8357	123169
8357	54623
8357	23067
8357	9682
8357	1058
8357	120892
8357	6615
8357	3064
8357	7520
8357	2547
8357	4297
8357	10450
8357	6839
8357	5979
8357	27043
8357	54751
8357	115426
8357	4678
8357	2074
8357	6314
8357	26013
8357	8208
8357	9555
8357	10919
8357	54828
8357	10038
8357	2186
8357	55193
8357	200186
8357	4152
8357	3015
8357	10498
8357	23028
8357	3006
8357	84148
8357	7150
8357	7913
8357	1105
8357	9869
8357	8125
8357	6594
8357	26147
8357	54737
8357	79885
8357	23286
8357	1107
8357	8318
8357	29117
8357	4796
8357	7153
8357	5315
8357	253714
8357	23133
8357	11329
8357	112869
8357	3832
8357	7508
8357	3068
8357	51460
8357	8338
8357	55352
8357	140690
8357	7862
8357	8329
8357	8330
8357	8332
8357	8336
8357	8969
8357	54583
8357	146059
8357	79813
8357	10025
8357	11198
8357	3012
8357	8335
8357	3024
8357	51105
8357	56848
8357	3018
8357	8520
8357	79711
8357	2259
8357	80349
8357	55148
8357	51230
8357	23234
8358	8968
8358	8726
8358	25842
8358	9015
8358	3065
8358	5928
8358	7534
8358	580
8358	23468
8358	7341
8358	10951
8358	23476
8358	9495
8358	9014
8358	5931
8358	10036
8358	9219
8358	23186
8358	4654
8358	1385
8358	9646
8358	121504
8358	554313
8358	8294
8358	8359
8358	8360
8358	8361
8358	8362
8358	8363
8358	8364
8358	8365
8358	8366
8358	8367
8358	8368
8358	8370
8358	3190
8358	9031
8358	10419
8358	10399
8358	8805
8358	2146
8358	23492
8358	55723
8358	11091
8358	4171
8358	8467
8358	8850
8358	6749
8358	4869
8358	7532
8358	3014
8358	2033
8358	6872
8358	5591
8358	7158
8358	51147
8358	80854
8358	1642
8358	4683
8358	9425
8358	6310
8358	11335
8358	5890
8358	9212
8358	54815
8358	57459
8358	6418
8358	8451
8358	7531
8358	326
8358	8815
8358	1108
8358	142
8358	1788
8358	29128
8358	79577
8358	123169
8358	54623
8358	23067
8358	9682
8358	1058
8358	120892
8358	6615
8358	3064
8358	7520
8358	2547
8358	4297
8358	10450
8358	6839
8358	5979
8358	27043
8358	54751
8358	115426
8358	4678
8358	2074
8358	6314
8358	26013
8358	8208
8358	9555
8358	10919
8358	54828
8358	10038
8358	2186
8358	55193
8358	200186
8358	4152
8358	3015
8358	10498
8358	23028
8358	3006
8358	84148
8358	7150
8358	7913
8358	1105
8358	9869
8358	8125
8358	6594
8358	26147
8358	54737
8358	79885
8358	23286
8358	1107
8358	8318
8358	29117
8358	4796
8358	7153
8358	5315
8358	253714
8358	23133
8358	11329
8358	112869
8358	3832
8358	7508
8358	3068
8358	51460
8358	8338
8358	55352
8358	140690
8358	7862
8358	8329
8358	8330
8358	8332
8358	8336
8358	8969
8358	54583
8358	146059
8358	79813
8358	10025
8358	11198
8358	3012
8358	8335
8358	3024
8358	51105
8358	56848
8358	3018
8358	8520
8358	79711
8358	2259
8358	80349
8358	55148
8358	51230
8358	23234
8968	8726
8968	25842
8968	9015
8968	3065
8968	5928
8968	7534
8968	580
8968	23468
8968	7341
8968	10951
8968	23476
8968	9495
8968	9014
8968	5931
8968	10036
8968	9219
8968	23186
8968	4654
8968	1385
8968	9646
8968	121504
8968	554313
8968	8294
8968	8359
8968	8360
8968	8361
8968	8362
8968	8363
8968	8364
8968	8365
8968	8366
8968	8367
8968	8368
8968	8370
8968	3190
8968	9031
8968	10419
8968	10399
8968	8805
8968	2146
8968	23492
8968	55723
8968	11091
8968	4171
8968	8467
8968	8850
8968	6749
8968	4869
8968	7532
8968	3014
8968	2033
8968	6872
8968	5591
8968	7158
8968	51147
8968	80854
8968	1642
8968	4683
8968	9425
8968	6310
8968	11335
8968	5890
8968	9212
8968	54815
8968	57459
8968	6418
8968	8451
8968	7531
8968	326
8968	8815
8968	1108
8968	142
8968	1788
8968	29128
8968	79577
8968	123169
8968	54623
8968	23067
8968	9682
8968	1058
8968	120892
8968	6615
8968	3064
8968	7520
8968	2547
8968	4297
8968	10450
8968	6839
8968	5979
8968	27043
8968	54751
8968	115426
8968	4678
8968	2074
8968	6314
8968	26013
8968	8208
8968	9555
8968	10919
8968	54828
8968	10038
8968	2186
8968	55193
8968	200186
8968	4152
8968	3015
8968	10498
8968	23028
8968	3006
8968	84148
8968	7150
8968	7913
8968	1105
8968	9869
8968	8125
8968	6594
8968	26147
8968	54737
8968	79885
8968	23286
8968	1107
8968	8318
8968	29117
8968	4796
8968	7153
8968	5315
8968	253714
8968	23133
8968	11329
8968	112869
8968	3832
8968	7508
8968	3068
8968	51460
8968	8338
8968	55352
8968	140690
8968	7862
8968	8329
8968	8330
8968	8332
8968	8336
8968	8969
8968	54583
8968	146059
8968	79813
8968	10025
8968	11198
8968	3012
8968	8335
8968	3024
8968	51105
8968	56848
8968	3018
8968	8520
8968	79711
8968	2259
8968	80349
8968	55148
8968	51230
8968	23234
10059	2932
10059	10987
10059	5071
10059	988
10059	22938
10059	5478
10059	7431
10059	2099
10059	6613
10059	23513
10059	10456
10059	120892
10059	65018
10059	26747
10059	1716
10059	113130
10059	23210
10059	54708
10059	192111
10059	3993
10059	55172
10059	51024
10059	2569
10059	54471
10059	2267
10059	7328
10059	25813
10059	340526
10059	125170
10059	56947
23435	5684
23435	219541
23435	8878
23435	55611
23435	9101
23435	8452
23435	5394
23435	988
23435	84557
23435	11345
23435	10399
23435	22938
23435	11244
23435	3178
23435	10236
23435	3308
23435	55832
23435	672
23435	6780
23435	8764
23435	10140
23435	55588
23435	6613
23435	29979
23435	382
23435	3656
23435	3838
23435	3106
23435	3654
23435	10492
23435	80184
23435	9869
23435	7412
23435	202559
23435	29978
23435	10013
23435	2521
23435	5093
23435	4670
23435	22803
23435	10477
23435	3188
23435	203068
23435	8106
23435	64283
23435	117283
23435	10658
23435	9768
5682	5687
5682	5684
5682	5683
5682	5705
5682	7189
5682	4738
5682	9474
5682	11047
5682	902
5682	5713
5682	5706
5682	87
5682	5693
5682	5347
5682	5071
5682	5710
5682	11345
5682	5685
5682	5686
5682	5062
5682	5689
5682	51377
5682	5698
5682	5696
5682	5701
5682	5691
5682	5690
5682	5695
5682	5692
5682	5718
5682	5688
5682	5702
5682	9111
5682	7431
5682	5720
5682	9657
5682	9641
5682	8861
5682	23770
5682	4163
5682	10197
5682	5721
5682	23677
5682	10241
5682	5694
5682	3106
5682	8161
5682	25788
5682	5717
5682	548593
5682	79008
5682	51371
5682	3866
5682	79734
5682	54550
5682	7412
5682	4854
5682	11007
5682	373
5682	23281
5682	9352
5682	23043
5682	2035
5682	81628
5682	7030
5682	5699
5682	56984
5682	5709
5682	4350
5682	24140
5682	51460
5682	5714
5682	143471
5682	60490
5682	23641
5682	4513
5682	8624
5682	84262
5682	5825
5682	79096
5682	51171
5682	9491
5682	64431
5682	114932
5682	80011
5682	10301
5682	9768
5682	23198
5682	389362
5687	5684
5687	5683
5687	5705
5687	7189
5687	4738
5687	11047
5687	5713
5687	5706
5687	4791
5687	1019
5687	5693
5687	5347
5687	891
5687	4193
5687	5707
5687	80204
5687	5710
5687	5530
5687	5685
5687	5686
5687	5689
5687	9097
5687	51377
5687	5698
5687	5696
5687	5701
5687	5691
5687	10289
5687	23710
5687	5690
5687	5695
5687	5692
5687	5718
5687	5688
5687	5702
5687	7979
5687	5720
5687	25793
5687	10537
5687	9657
5687	9641
5687	898
5687	701
5687	7077
5687	3107
5687	23770
5687	4163
5687	2335
5687	6446
5687	9318
5687	8767
5687	5694
5687	3106
5687	7375
5687	7494
5687	5717
5687	7428
5687	548593
5687	79008
5687	983
5687	51371
5687	7412
5687	29978
5687	899
5687	2035
5687	7030
5687	91445
5687	5709
5687	24140
5687	5714
5687	143471
5687	54532
5687	8624
5687	84262
5687	9768
6197	8663
6197	5595
6197	7186
6197	1432
6197	11140
6197	4137
6197	1385
6197	5170
6197	5337
6197	2099
6197	6794
6197	4163
6197	8682
6197	6195
6197	50944
6197	9223
6197	373156
6197	522
6197	5315
6197	4772
6197	3150
6197	3356
6197	5648
6197	2629
6197	57604
6197	9205
6197	135932
6197	6611
6197	56033
5160	8452
5160	5163
5160	6776
5160	6777
5160	3692
5160	435
5160	60673
5160	1738
5160	5164
5160	29086
5160	10869
5160	4928
5160	91833
5160	23410
5160	23421
5160	7412
5160	208
5160	10013
5160	5165
5160	7005
5160	26270
5160	5162
5160	5166
5160	51547
5160	38
5160	8526
5160	54704
857	9218
857	5595
857	7046
857	6714
857	5515
857	367
857	7186
857	4738
857	9040
857	54472
857	3643
857	5621
857	5159
857	1605
857	5777
857	7124
857	1213
857	5728
857	5879
857	23197
857	695
857	7879
857	5743
857	8717
857	3397
857	4843
857	7410
857	5878
857	4914
857	5156
857	5468
857	3741
857	2923
857	2099
857	10211
857	387
857	4846
857	80700
857	351
857	7220
857	8655
857	5792
857	1445
857	1901
857	7133
857	1755
857	858
857	660
857	355
857	5338
857	10013
857	3757
857	10544
857	4040
857	6011
857	4804
857	156
857	185
857	5524
857	3738
857	2869
857	93380
857	1910
857	2149
857	1627
857	2319
857	51474
857	7296
857	81555
857	10395
857	7851
857	950
857	2697
857	360
857	10825
857	55698
857	6342
857	10161
857	64805
857	64838
857	2705
857	2706
857	51026
857	154141
857	4864
857	5957
857	5455
857	3493
857	112464
857	64773
857	5740
51606	10010
51606	529
51606	51765
51606	7169
51606	11130
51606	23474
51606	6662
51606	5862
51606	2960
51606	523
51606	526
51606	51382
51606	83464
51606	11156
51606	23612
51606	51026
51606	93436
51606	9296
51606	9751
6878	2957
6878	6598
6878	30011
6878	5595
6878	5901
6878	7157
6878	3065
6878	5928
6878	8819
6878	25942
6878	6884
6878	9519
6878	5931
6878	6883
6878	6595
6878	6873
6878	6881
6878	3020
6878	3021
6878	11091
6878	51616
6878	6872
6878	8295
6878	80854
6878	53615
6878	6880
6878	129685
6878	7391
6878	351
6878	4297
6878	8290
6878	9441
6878	6879
6878	6601
6878	6599
6878	6874
6878	2960
6878	1107
6878	129285
6878	259282
6878	100310785
6878	2067
161	29924
161	4086
161	1213
161	273
161	545
161	409
161	472
161	274
161	1601
161	8650
161	8826
161	1173
161	2335
161	3064
161	1175
161	163
161	7014
161	2580
161	22909
161	79719
161	3832
161	55707
161	1627
161	51512
161	1212
161	51474
161	1174
161	140685
2957	3313
2957	2958
2957	9519
2957	3636
2957	1385
2957	23019
2957	6612
2957	3178
2957	6872
2957	23054
2957	2962
2957	602
2957	7014
2957	6874
2957	10765
2957	2960
2957	85440
2957	56975
2957	3146
2957	79415
2957	85366
2957	387332
2957	10985
2957	283078
2957	79810
8726	8841
8726	3065
8726	5928
8726	6045
8726	5511
8726	5931
8726	3090
8726	7409
8726	5347
8726	23512
8726	1876
8726	81631
8726	7088
8726	2146
8726	6015
8726	7874
8726	2273
8726	6917
8726	5927
8726	1642
8726	1789
8726	8451
8726	121536
8726	648
8726	3676
8726	1788
8726	8450
8726	65018
8726	9188
8726	8290
8726	7528
8726	96764
8726	1386
8726	11051
8726	1786
8726	2145
8726	23411
8726	4839
8726	7182
8726	26155
8726	3006
8726	26147
8726	5252
8726	3720
8726	308
8726	55284
8726	22823
8726	8848
8726	8991
8726	7020
8726	6133
8726	171023
8726	84458
8726	100170841
8726	23560
8726	79813
8726	3695
8726	6204
8726	1514
8726	80314
8726	26148
8726	54935
8726	9136
8726	3682
8726	23
8726	1662
8726	63920
8726	10263
8726	132625
5501	6598
5501	7157
5501	3065
5501	3312
5501	7341
5501	7159
5501	2932
5501	3609
5501	60
5501	11337
5501	84687
5501	8517
5501	10403
5501	3717
5501	5511
5501	4149
5501	5500
5501	6500
5501	55914
5501	997
5501	8036
5501	10762
5501	10987
5501	55607
5501	1019
5501	7421
5501	596
5501	207
5501	891
5501	79657
5501	84557
5501	5510
5501	9448
5501	81631
5501	11345
5501	7170
5501	4751
5501	71
5501	9611
5501	1454
5501	80335
5501	3309
5501	1965
5501	160
5501	51729
5501	2997
5501	56252
5501	3308
5501	6134
5501	5610
5501	11215
5501	55718
5501	11073
5501	472
5501	10155
5501	672
5501	9372
5501	2099
5501	6780
5501	25827
5501	8826
5501	11035
5501	5514
5501	79980
5501	8725
5501	332
5501	7391
5501	9070
5501	1029
5501	5202
5501	4215
5501	23513
5501	2316
5501	10848
5501	9627
5501	123169
5501	6478
5501	9972
5501	23645
5501	3181
5501	11128
5501	29959
5501	23368
5501	22853
5501	10048
5501	1452
5501	55011
5501	23293
5501	4928
5501	9667
5501	26064
5501	4627
5501	10576
5501	81566
5501	3195
5501	983
5501	116143
5501	1654
5501	6790
5501	163882
5501	51339
5501	6840
5501	4288
5501	7412
5501	81930
5501	79871
5501	10013
5501	8045
5501	170954
5501	286262
5501	11228
5501	1152
5501	11007
5501	57082
5501	1994
5501	4000
5501	51074
5501	27316
5501	9182
5501	23309
5501	506
5501	832
5501	3306
5501	7572
5501	55869
5501	23228
5501	9765
5501	83540
5501	29896
5501	26270
5501	221830
5501	55703
5501	79660
5501	23076
5501	55904
5501	1192
5501	1627
5501	51474
5501	3189
5501	80179
5501	11243
5501	57727
5501	23191
5501	11346
5501	2954
5501	84919
5501	4747
5501	3930
5501	51547
5501	8409
5501	23603
5501	5507
5501	27332
5501	10471
5501	55227
5501	203068
5501	6422
5501	2314
5501	9625
5501	284695
5501	5509
5501	65979
5501	127544
5501	84152
5501	343521
5501	7171
5501	84080
5501	55183
5501	81572
5501	51535
5501	810
5501	26128
5501	5504
5501	9878
5501	712
5501	119710
5501	1514
5501	2949
5501	84221
5501	8798
5501	114823
5501	7145
5501	9575
5501	221908
5501	153769
5501	1821
5501	8910
5501	89801
5501	57519
5501	440275
5501	9768
5501	55693
5501	153743
5501	83862
5501	79411
5501	375759
5501	55296
5501	6992
5501	317762
5501	157313
5501	79834
5501	54976
5501	220004
5501	64651
5501	222658
5501	4430
5501	389677
5501	388135
5501	26115
5501	1368
5501	9582
5501	29944
5501	64423
5501	26472
5501	51315
5501	387718
5501	56948
5501	196740
5501	90853
5501	5158
6809	6813
6809	22916
6809	29110
6809	94121
6809	8773
6809	9342
6809	8673
6809	8417
6809	6811
6809	10746
6809	5478
6809	9482
6809	134957
6809	9341
6809	54433
6809	9372
6809	8674
6809	8795
6809	10228
6809	11130
6809	26973
6809	7871
6809	3996
6809	200081
6809	10146
6809	25939
6809	7813
6809	57187
6809	23309
6809	6845
6809	79791
6809	6844
6809	81555
6809	3914
6809	54972
6809	6857
6809	2245
6809	84548
6809	50804
6809	116115
6809	56886
6809	55634
6809	23329
6809	10652
6809	63908
7247	7189
7247	9474
7247	9815
7247	10289
7247	7257
7247	9641
7247	4163
7247	23645
7247	10472
7247	3106
7247	8412
7247	2035
9554	6810
9554	6811
9554	10488
9554	2099
9554	9641
9554	6613
9554	2335
9554	53407
9554	7428
9554	79172
9554	1994
9554	23256
9554	26229
9554	10159
9554	51026
9554	25923
8663	51386
8663	7534
8663	10014
8663	10036
8663	8452
8663	1457
8663	920
8663	8661
8663	8667
8663	8665
8663	27335
8663	5885
8663	8891
8663	3646
8663	8664
8663	4869
8663	6134
8663	57521
8663	2475
8663	10868
8663	79753
8663	1654
8663	6198
8663	7412
8663	6871
8663	8669
8663	6399
8663	5597
8663	1964
8663	221421
8663	79719
8663	9960
8663	4093
8663	3163
8663	5201
8663	10480
8663	56901
8663	79659
8663	9768
23246	8452
23246	409
23246	55832
23246	6613
23246	408
23246	57599
23246	55759
23246	7071
23246	10514
23246	3428
23246	55661
23246	23481
23246	845
23246	23195
5481	367
5481	3312
5481	11140
5481	2908
5481	596
5481	5347
5481	3326
5481	10399
5481	4869
5481	2099
5481	6277
5481	6271
5481	6273
5481	10728
5481	10598
5481	351
5481	2335
5481	2547
5481	3297
5481	2242
5481	4306
5481	7412
5481	6188
5481	3608
5481	11143
5481	57060
5481	291
5481	55425
10714	3065
10714	5928
10714	9112
10714	51455
10714	6612
10714	6613
10714	1108
10714	351
10714	1786
10714	7181
10714	83932
10714	5424
10714	9768
10262	8175
10262	6453
10262	25
10262	7341
10262	3609
10262	2534
10262	5601
10262	8440
10262	8452
10262	10987
10262	23450
10262	2280
10262	10992
10262	988
10262	10521
10262	11345
10262	9531
10262	22938
10262	10594
10262	6612
10262	7052
10262	7536
10262	55660
10262	55832
10262	657
10262	9584
10262	3184
10262	23451
10262	2444
10262	10915
10262	7014
10262	10286
10262	11193
10262	23524
10262	387082
10262	3185
10262	11100
10262	2130
10262	3187
10262	10250
10262	10285
10262	9636
10262	9343
10262	79084
10262	8241
10262	10523
10262	84292
10262	9747
10262	26039
10262	6431
10262	26576
10262	5936
10262	8859
10262	11325
10262	9768
6882	2959
6882	60
6882	6884
6882	7421
6882	6883
6882	7067
6882	8805
6882	7257
6882	129685
6882	8290
6882	9441
6882	2962
6882	2960
6882	1994
6882	8148
6882	4625
6882	8216
6882	53916
25842	7157
25842	5928
25842	5500
25842	5931
25842	10036
25842	51160
25842	121504
25842	554313
25842	8294
25842	8359
25842	8360
25842	8361
25842	8362
25842	8363
25842	8364
25842	8365
25842	8366
25842	8367
25842	8368
25842	8370
25842	55723
25842	3020
25842	3021
25842	4171
25842	6872
25842	2099
25842	5049
25842	7161
25842	8290
25842	23523
25842	4678
25842	8208
25842	7290
25842	29855
25842	84529
25842	9874
25842	6712
25842	4796
25842	146059
25842	55183
25842	8520
25842	79711
25842	1059
25842	11011
25842	23141
25842	254048
25842	84364
5433	5437
5433	5431
5433	219541
5433	6829
5433	8065
5433	8517
5433	2494
5433	80306
5433	9646
5433	5441
5433	5436
5433	2099
5433	55588
5433	7520
5433	9441
5433	90441
5433	55090
5433	65123
5433	55011
5433	3984
5433	9400
5433	79871
5433	23650
5433	1994
5433	26512
5433	51184
5433	5930
5433	80789
5433	58490
5433	8732
5433	81488
5433	55174
5433	284312
5433	3225
5433	2016
5433	5438
5437	5431
5437	7189
5437	2959
5437	580
5437	4738
5437	219541
5437	6829
5437	4793
5437	5441
5437	25885
5437	10289
5437	5436
5437	5440
5437	171568
5437	9641
5437	55588
5437	6613
5437	9441
5437	11128
5437	65123
5437	2963
5437	79871
5437	661
5437	55284
5437	26512
5437	26173
5437	9533
5437	55703
5437	80789
5437	958
5437	55174
5437	5438
4967	56915
4967	6612
4967	830
4967	1738
4967	5359
4967	8975
4967	10013
4967	9636
4967	1743
4967	9768
51010	22894
51010	5393
51010	5394
51010	56915
51010	23404
51010	10521
51010	11345
51010	51013
